,FieldID,AgYR,SZNwindow,SznStd,plotSZNmean,Group
1584,NI_697,2018,main crop,661.2440241812076,-300.3333333333333,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
1602,NI_470,2018,main crop,661.2440241812076,-218.0,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
1620,NI_482,2018,main crop,661.2440241812076,397.27777777777777,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1638,NI_599,2018,main crop,661.2440241812076,12.61111111111111,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1656,NI_634,2018,main crop,661.2440241812076,-456.8333333333333,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
1674,NI_698,2018,main crop,661.2440241812076,446.44444444444446,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1692,NI_581,2018,main crop,661.2440241812076,17.88888888888889,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1710,NI_295,2018,COVER CROP,907.6116446414843,-145.77777777777777,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
1719,NI_307,2018,COVER CROP,907.6116446414843,520.2222222222222,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1728,NI_313,2018,COVER CROP,907.6116446414843,623.8888888888889,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1737,NI_385,2018,COVER CROP,907.6116446414843,-794.8888888888889,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
1746,NI_407,2018,COVER CROP,907.6116446414843,-31.88888888888889,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
1755,NI_248,2018,COVER CROP,907.6116446414843,170.66666666666666,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1764,NI_258,2018,COVER CROP,907.6116446414843,-968.1111111111111,4: (T>A) avg seasonal A-T diff less than -1SD
1773,NI_147,2018,COVER CROP,907.6116446414843,-2895.1111111111113,4: (T>A) avg seasonal A-T diff less than -1SD
1782,NI_192,2018,COVER CROP,907.6116446414843,182.77777777777777,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1791,NI_218,2018,COVER CROP,907.6116446414843,168.44444444444446,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1800,NI_480,2018,COVER CROP,907.6116446414843,1021.1111111111111,1: (A>T) avg seasonal A-T diff greater than +1SD
1809,NI_660,2018,COVER CROP,907.6116446414843,643.1111111111111,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1818,NI_697,2018,COVER CROP,907.6116446414843,-25.555555555555557,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
1827,NI_470,2018,COVER CROP,907.6116446414843,210.66666666666666,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1836,NI_482,2018,COVER CROP,907.6116446414843,198.88888888888889,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1845,NI_599,2018,COVER CROP,907.6116446414843,218.55555555555554,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1854,NI_634,2018,COVER CROP,907.6116446414843,728.5555555555555,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1863,NI_698,2018,COVER CROP,907.6116446414843,534.5555555555555,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1872,NI_581,2018,COVER CROP,907.6116446414843,-503.22222222222223,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
1881,NI_295,2018,CROP RESIDUE,316.1062979544495,82.0,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1890,NI_307,2018,CROP RESIDUE,316.1062979544495,334.44444444444446,1: (A>T) avg seasonal A-T diff greater than +1SD
1899,NI_313,2018,CROP RESIDUE,316.1062979544495,261.22222222222223,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1908,NI_385,2018,CROP RESIDUE,316.1062979544495,19.444444444444443,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1917,NI_407,2018,CROP RESIDUE,316.1062979544495,148.55555555555554,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1926,NI_248,2018,CROP RESIDUE,316.1062979544495,18.444444444444443,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1935,NI_258,2018,CROP RESIDUE,316.1062979544495,-490.55555555555554,4: (T>A) avg seasonal A-T diff less than -1SD
1944,NI_147,2018,CROP RESIDUE,316.1062979544495,-577.1111111111111,4: (T>A) avg seasonal A-T diff less than -1SD
1953,NI_192,2018,CROP RESIDUE,316.1062979544495,69.11111111111111,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1962,NI_218,2018,CROP RESIDUE,316.1062979544495,-85.77777777777777,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
1971,NI_480,2018,CROP RESIDUE,316.1062979544495,582.4444444444445,1: (A>T) avg seasonal A-T diff greater than +1SD
1980,NI_660,2018,CROP RESIDUE,316.1062979544495,140.55555555555554,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
1989,NI_697,2018,CROP RESIDUE,316.1062979544495,-46.55555555555556,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
1998,NI_470,2018,CROP RESIDUE,316.1062979544495,182.77777777777777,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2007,NI_482,2018,CROP RESIDUE,316.1062979544495,341.55555555555554,1: (A>T) avg seasonal A-T diff greater than +1SD
2016,NI_599,2018,CROP RESIDUE,316.1062979544495,13.222222222222221,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2025,NI_634,2018,CROP RESIDUE,316.1062979544495,221.33333333333334,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2034,NI_698,2018,CROP RESIDUE,316.1062979544495,460.0,1: (A>T) avg seasonal A-T diff greater than +1SD
2043,NI_581,2018,CROP RESIDUE,316.1062979544495,-240.0,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2052,NI_295,2019,main crop,598.0651395675804,-128.88888888888889,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2070,NI_307,2019,main crop,598.0651395675804,614.6666666666666,1: (A>T) avg seasonal A-T diff greater than +1SD
2088,NI_313,2019,main crop,598.0651395675804,198.61111111111111,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2106,NI_385,2019,main crop,598.0651395675804,13.722222222222221,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2124,NI_407,2019,main crop,598.0651395675804,108.77777777777777,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2142,NI_248,2019,main crop,598.0651395675804,181.27777777777777,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2160,NI_258,2019,main crop,598.0651395675804,-479.94444444444446,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2178,NI_147,2019,main crop,598.0651395675804,-1344.888888888889,4: (T>A) avg seasonal A-T diff less than -1SD
2196,NI_192,2019,main crop,598.0651395675804,265.8333333333333,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2214,NI_218,2019,main crop,598.0651395675804,524.6111111111111,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2232,NI_480,2019,main crop,598.0651395675804,261.8333333333333,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2250,NI_660,2019,main crop,598.0651395675804,274.55555555555554,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2268,NI_697,2019,main crop,598.0651395675804,98.72222222222223,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2286,NI_470,2019,main crop,598.0651395675804,262.72222222222223,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2304,NI_482,2019,main crop,598.0651395675804,340.77777777777777,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2322,NI_599,2019,main crop,598.0651395675804,-201.83333333333334,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2340,NI_634,2019,main crop,598.0651395675804,-55.888888888888886,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2358,NI_698,2019,main crop,598.0651395675804,111.66666666666667,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2376,NI_581,2019,main crop,598.0651395675804,266.22222222222223,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2394,NI_295,2019,COVER CROP,789.8096646432919,36.666666666666664,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2403,NI_307,2019,COVER CROP,789.8096646432919,1644.7777777777778,1: (A>T) avg seasonal A-T diff greater than +1SD
2412,NI_313,2019,COVER CROP,789.8096646432919,313.0,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2421,NI_385,2019,COVER CROP,789.8096646432919,-226.55555555555554,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2430,NI_407,2019,COVER CROP,789.8096646432919,-74.66666666666667,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2439,NI_248,2019,COVER CROP,789.8096646432919,-118.88888888888889,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2448,NI_258,2019,COVER CROP,789.8096646432919,-710.5555555555555,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2457,NI_147,2019,COVER CROP,789.8096646432919,-1669.0,4: (T>A) avg seasonal A-T diff less than -1SD
2466,NI_192,2019,COVER CROP,789.8096646432919,-507.22222222222223,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2475,NI_218,2019,COVER CROP,789.8096646432919,209.11111111111111,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2484,NI_480,2019,COVER CROP,789.8096646432919,1115.7777777777778,1: (A>T) avg seasonal A-T diff greater than +1SD
2493,NI_660,2019,COVER CROP,789.8096646432919,-172.88888888888889,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2502,NI_697,2019,COVER CROP,789.8096646432919,126.66666666666667,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2511,NI_470,2019,COVER CROP,789.8096646432919,-382.1111111111111,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2520,NI_482,2019,COVER CROP,789.8096646432919,-734.5555555555555,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2529,NI_599,2019,COVER CROP,789.8096646432919,140.0,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2538,NI_634,2019,COVER CROP,789.8096646432919,-389.6666666666667,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2547,NI_698,2019,COVER CROP,789.8096646432919,-11.666666666666666,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2556,NI_581,2019,COVER CROP,789.8096646432919,-662.4444444444445,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2565,NI_295,2019,CROP RESIDUE,248.94889223692573,78.11111111111111,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2574,NI_307,2019,CROP RESIDUE,248.94889223692573,350.55555555555554,1: (A>T) avg seasonal A-T diff greater than +1SD
2583,NI_313,2019,CROP RESIDUE,248.94889223692573,149.44444444444446,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2592,NI_385,2019,CROP RESIDUE,248.94889223692573,233.88888888888889,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2601,NI_407,2019,CROP RESIDUE,248.94889223692573,434.0,1: (A>T) avg seasonal A-T diff greater than +1SD
2610,NI_248,2019,CROP RESIDUE,248.94889223692573,-6.444444444444445,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2619,NI_258,2019,CROP RESIDUE,248.94889223692573,19.444444444444443,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2628,NI_147,2019,CROP RESIDUE,248.94889223692573,-348.44444444444446,4: (T>A) avg seasonal A-T diff less than -1SD
2637,NI_192,2019,CROP RESIDUE,248.94889223692573,17.444444444444443,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
2646,NI_218,2019,CROP RESIDUE,248.94889223692573,-121.55555555555556,3: (t>a) avg seasonal A-T diff btwn 0 and -1SD
2655,NI_480,2019,CROP RESIDUE,248.94889223692573,234.55555555555554,2: (a>t)  avg seasonal A-T diff btwn 0 and +1SD
